PC6,number_of_charger,total_capacity,electricity_household,electricity_company,December 2017_EV,December 2018_EV,December 2019_EV,December 2020_EV,December 2021_EV,December 2022_EV,December 2017_hybrid,December 2018_hybrid,December 2019_hybrid,December 2020_hybrid,December 2021_hybrid,December 2022_hybrid
1016KV,,,1620.0,2600.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016KW,,,1690.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016KX,,,2180.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016KZ,,,1620.0,3600.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LA,,,1750.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LB,,,2340.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LC,,,1970.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LD,,,1910.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LE,,,1550.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LG,,,1560.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LH,,,1860.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LJ,,,1780.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LK,,,1530.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LL,,,2590.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LM,,,2260.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LN,,,1770.0,9720.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LP,,,1560.0,10560.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LR,,,1380.0,5160.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LS,,,2050.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LV,,,2110.0,17800.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LW,,,1180.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LX,,,1040.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016LZ,,,1420.0,10850.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016MA,,,900.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016MB,,,930.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016MC,,,1030.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NA,,,1940.0,11900.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NC,,,1920.0,16760.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016ND,,,1970.0,14020.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NE,,,2420.0,20130.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NH,,,1610.0,46170.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NJ,,,1290.0,29230.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NK,,,1890.0,26860.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NM,,,1790.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NR,,,2530.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NS,,,1590.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NT,,,1610.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NV,,,1310.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NX,,,1790.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016NZ,,,1650.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PA,,,1620.0,2270.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PB,,,2010.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PC,,,1860.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PD,,,1450.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PE,,,1850.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PG,,,1630.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PH,,,1990.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PJ,,,1890.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PK,,,1720.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PL,,,1590.0,9240.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PM,,,1890.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PN,,,1690.0,4580.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PP,,,0.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PR,,,1290.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PS,,,2210.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PT,,,1570.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PV,,,1560.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PW,,,1670.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PX,,,0.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016PZ,,,2670.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RA,,,1290.0,4690.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RB,,,1630.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RC,,,2560.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RD,,,2510.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RE,,,2010.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RG,,,2180.0,29040.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RH,,,1940.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RJ,,,2190.0,6920.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RK,,,1830.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RN,,,2370.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RP,,,1630.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RR,,,1960.0,2220.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RS,,,2190.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RT,,,2390.0,5510.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RV,,,1960.0,10480.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RW,,,2370.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RX,,,1820.0,17550.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016RZ,,,2080.0,5500.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016SB,,,1160.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016SC,,,1310.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016SG,,,2740.0,10710.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016SH,,,1440.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016SJ,,,1610.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016SK,,,1300.0,1580.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016SL,,,3500.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016SM,,,1570.0,3150.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016SN,,,2170.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016SP,,,1970.0,3260.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016SR,,,2250.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016ST,,,2030.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016SV,,,2330.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016SX,,,1520.0,27630.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TA,,,1980.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TC,,,2440.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TD,,,2110.0,13170.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TE,,,2310.0,3140.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TG,,,1410.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TH,,,2470.0,2290.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TJ,,,2070.0,15060.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TM,,,3100.0,40350.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TN,,,1540.0,6620.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TS,,,1680.0,7800.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TT,,,1860.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TV,,,2510.0,9030.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TW,,,1720.0,15060.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016TX,,,1860.0,31790.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VA,,,1900.0,14430.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VB,,,2000.0,43250.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VC,,,1790.0,10980.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VD,,,1420.0,11690.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VE,,,2530.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VG,,,1720.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VH,,,1650.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VJ,,,2120.0,2140.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VK,,,1800.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VL,,,1780.0,6090.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VM,,,2140.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VN,,,2190.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VP,,,1590.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VS,,,2400.0,24580.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VW,,,1560.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VX,,,2680.0,8690.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016VZ,,,1370.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016WB,,,2180.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016WC,,,2350.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XA,,,2140.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XB,,,1850.0,2910.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XC,,,2290.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XD,,,1390.0,2280.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XE,,,0.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XG,,,2020.0,4680.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XJ,,,1730.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XL,,,1850.0,6530.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XM,,,1800.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XN,,,1970.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XR,,,2630.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XS,,,1010.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XT,,,1170.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XV,,,1950.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XW,,,2950.0,2910.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XX,,,2020.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016XZ,,,1600.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016ZA,,,1880.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1016ZB,,,1760.0,0.0,25.0,30.0,59.0,75.0,97.0,126.0,42.0,55.0,56.0,80.0,105.0,131.0
1017AA,,,1460.0,14300.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AB,,,2240.0,12470.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AC,,,1770.0,27100.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AD,,,2290.0,3490.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AE,,,2490.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AG,,,2110.0,19360.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AH,,,1970.0,27340.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AL,,,3130.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AM,,,2200.0,3640.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AN,,,1420.0,4760.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AP,,,2030.0,3750.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AR,,,3200.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AW,,,1590.0,32200.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AX,,,1590.0,13670.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017AZ,,,1490.0,57270.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BA,,,2100.0,8830.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BB,,,0.0,27780.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BC,,,1700.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BD,,,0.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BE,,,2520.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BG,,,2120.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BH,,,1810.0,24840.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BJ,,,2340.0,23520.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BK,,,1830.0,18130.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BL,,,2030.0,23490.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BM,,,3100.0,54790.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BN,,,1780.0,24170.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BP,,,3110.0,12530.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BR,,,2780.0,29010.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BT,,,2290.0,36540.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BX,,,2080.0,36670.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017BZ,,,2250.0,31360.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CA,,,2690.0,63050.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CB,,,0.0,47900.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CE,,,2010.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CH,,,2720.0,9570.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CK,,,2340.0,24900.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CL,,,2460.0,83240.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CM,,,2090.0,63540.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CN,,,1620.0,75370.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CP,,,0.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CR,,,1610.0,32840.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CS,,,1700.0,38470.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CT,,,2110.0,77600.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CV,,,1710.0,51930.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CW,,,1760.0,8940.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CX,,,1560.0,11330.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017CZ,,,2240.0,10970.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DA,,,1870.0,30400.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DB,,,2600.0,83350.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DC,,,2280.0,14300.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DD,,,1790.0,5170.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DE,,,2230.0,26230.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DG,,,2270.0,15530.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DH,,,1600.0,7260.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DJ,,,2740.0,12020.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DK,,,2170.0,29410.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DL,,,2310.0,31610.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DM,,,2680.0,34850.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DN,,,2460.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DP,,,2970.0,4620.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DS,,,2480.0,57910.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DT,,,2330.0,6480.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DV,,,2810.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DX,,,2270.0,25650.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017DZ,,,2990.0,6520.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017EB,,,1780.0,11700.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017EC,,,4120.0,10090.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017EE,,,2540.0,0.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
1017EH,,,3240.0,7840.0,41.0,58.0,82.0,112.0,144.0,211.0,88.0,99.0,103.0,135.0,175.0,214.0
