,charger_ID,city,address,provider,latitude,longitude,operator,type,power,zipcode
0,NLALLEGO006110,Amsterdam,Hobbemakade 121,ALLEGO,52.3502668,4.8860099,,FastCharger,50,1071 XW
1,NLALLEGO006001,Amsterdam,Transformatorweg 28,ALLEGO,52.3923306,4.8527822,,FastCharger,50,1014 AK
2,NLALLEGO007904,Amsterdam,Europaboulevard 10,ALLEGO,52.3336597,4.8886357,,FastCharger,50,1083 AD
3,NLALLEGO006000,Amsterdam,Transformatorweg 28,ALLEGO,52.3923306,4.8527822,,FastCharger,50,1014 AK
4,EVB-DC140100001,Amsterdam,Anthony Fokkerweg 2,EVBOX,52.343528,4.84199,,FastCharger,50,1059 CM
5,NLALLEGO001023,Amsterdam,Overschiestraat 172,ALLEGO,52.3461229,4.8390387,,FastCharger,50,1062 XK
6,EVB-DC175000001,Amsterdam,Anthony Fokkerweg 2,EVBOX,52.343528,4.84199,,FastCharger,50,1059 CM
7,NLALLEGO006003,Amsterdam,Strawinskylaan 6,ALLEGO,52.3412158,4.8747777,,FastCharger,50,1077 XZ
8,NLALLEGO007903,Amsterdam,Europaboulevard 10,ALLEGO,52.3336597,4.8886357,,FastCharger,50,1083 AD
9,EVB-DC175200001,Amsterdam,Anthony Fokkerweg 2,EVBOX,52.343528,4.84199,,FastCharger,50,1059 CM
10,EVB-DC306000001,Amsterdam,Anthony Fokkerweg 2,EVBOX,52.343528,4.84199,,FastCharger,50,1059 CM
11,NLALLEGO001020,Amsterdam,Stationsplein 51 (Alleen TTO Taxi's),ALLEGO,52.3798109,4.8964061,,FastCharger,50,1012 AB
12,NLALLEGO001021,Amsterdam,Hobbemakade 121,ALLEGO,52.3502668,4.8860099,,FastCharger,50,1071 XW
13,EVB-DC305800001,Amsterdam,Anthony Fokkerweg 2,EVBOX,52.343528,4.84199,,FastCharger,50,1059 CM
14,EVB-DC191189000IR0,Amsterdam,Pauwenpad 1,EVBOX,52.349234,4.9165807,,FastCharger,50,1097 DX
15,EVB-DC306100001,Amsterdam,Anthony Fokkerweg 2,EVBOX,52.343528,4.84199,,FastCharger,175,1059 CM
16,EVB-DC175300001,Amsterdam,Anthony Fokkerweg 2,EVBOX,52.343528,4.84199,,FastCharger,175,1059 CM
17,EVB-DC318200001,Amsterdam,Anthony Fokkerweg 2,EVBOX,52.343528,4.84199,,FastCharger,175,1059 CM
18,EVB-DC430200001,Amsterdam,Anthony Fokkerweg 2,EVBOX,52.343528,4.84199,,FastCharger,175,1059 CM
19,NLALLEGO007907,Amsterdam,Tijnmuiden,ALLEGO,52.3915796,4.7790729,,FastCharger,50,1046 AK
20,NLALLEGO001024,Amsterdam,Overschiestraat 172,ALLEGO,52.3461229,4.8390387,,FastCharger,50,1062 XK
21,NLALLEGO006109,Amsterdam,Stationsplein 51 (Alleen TTO Taxi's),ALLEGO,52.3798109,4.8964061,,FastCharger,50,1012 AB
22,NLALLEGO001022,Amsterdam,Hobbemakade 121,ALLEGO,52.3502668,4.8860099,,FastCharger,50,1071 XW
23,EVB-DC175700001,Amsterdam,Anthony Fokkerweg 2,EVBOX,52.343528,4.84199,,FastCharger,175,1059 CM
24,NLALLEGO001019,Amsterdam,Stationsplein 51 (Alleen TTO Taxi's),ALLEGO,52.3798109,4.8964061,,FastCharger,50,1012 AB
25,,,Beverwijkstraat 3,ALLEGO,0.0,0.0,,FastCharger,50,
26,00B864B6-639C-4216-98AE-55217FCF0443,Amsterdam,Tolstraat 113,TotalEnergie,52.352433,4.904339,TotalEnergie,AC,22,1074 VH
27,00C10E56-7295-474E-A4FD-7851E8862FEE,Amsterdam,Vespuccistraat 117,TotalEnergie,52.373156,4.852493,TotalEnergie,AC,22,1056 SL
28,00F130B2-37F8-4C8F-8753-E8B6AF10A676,Amsterdam,Copernicusstraat 23,TotalEnergie,52.354312,4.936373,TotalEnergie,AC,22,1098 JC
29,011db8a0-2aef-4420-a310-3c5032a09949,Weesp,Utrechtseweg 110A,TotalEnergie,52.29754,5.05765,TotalEnergie,AC,22,1381 GT
30,01c4b719-7f1a-4c1b-8017-60ab03ba7fe7,Amsterdam,Paramariboplein 2,TotalEnergie,52.359328,4.854729,TotalEnergie,AC,22,1058 AS
31,021EC2AB-3275-4AC6-BC6A-5D2756FC1148,Amsterdam,Savelbos 1,TotalEnergie,52.400466,4.944695,TotalEnergie,AC,22,1025 BE
32,02B58930-46B5-4C0A-9CE0-B831FFCEECBF,Amsterdam,Barbusselaan 143,TotalEnergie,52.320715,4.944241,TotalEnergie,AC,22,1102 TT
33,02df80e8-4303-4d34-961f-5db75e5f9f5d,Amsterdam,Andreas Bonnstraat 6,TotalEnergie,52.359979,4.911269,TotalEnergie,AC,22,1091 AX
34,036bd2c8-e407-4fee-b941-34d03a6efa19,Amsterdam,Alexander Boersstraat 25,TotalEnergie,52.358073,4.877701,TotalEnergie,AC,22,1071 KV
35,0382ae79-ec60-447e-ab04-49c383339ee8,Amsterdam,Cornelis Zillesenlaan 64,TotalEnergie,52.361994,4.980696,TotalEnergie,AC,22,1086 ZK
36,038e4a0e-893a-42fd-9d7d-db4158da4bce,Weesp,Rembrandt van Rijnstraat 31,TotalEnergie,52.31141,5.04051,TotalEnergie,AC,22,1382 AN
37,03cddaff-ad36-4dea-80df-0e51cd435980,Amsterdam,Langswater 401,TotalEnergie,52.356617,4.788988,TotalEnergie,AC,22,1069 ED
38,0412a148-d159-4330-89cc-80b378d64163,Amsterdam,Ruysdaelkade 265,TotalEnergie,52.349144,4.886739,TotalEnergie,AC,22,1072 AZ
39,04321b17-ca7f-492f-b81b-8ef53294e3f5,Amsterdam,Quellijnstraat 116,TotalEnergie,52.356594,4.893154,TotalEnergie,AC,22,1073 XL
40,0495a22c-0364-47ad-8f01-8c168a9e0528,Amsterdam,Kormelinkweg 16,TotalEnergie,52.316289,4.917693,TotalEnergie,AC,22,1104 NS
41,04A9EE47-2B8F-400A-86E5-7B0EF0B9832F,Amsterdam,Warmondstraat 139,TotalEnergie,52.353607,4.849541,TotalEnergie,AC,22,1058 KV
42,04c8749b-fa46-4edf-87c4-68a0a5dd54e3,Amsterdam,Joan Melchior Kemperstraat 57,TotalEnergie,52.384864,4.873074,TotalEnergie,AC,22,1051 TK
43,04CF6967-6C8E-4B76-BD39-EEC8C8A61BAD,Amsterdam,Tweede Jan Steenstraat 115 IV,TotalEnergie,52.357166,4.903782,TotalEnergie,AC,22,1074 CN
44,04d76dc7-6e06-43df-a06f-f96f25e91ab9,Amsterdam,Wigbolt Ripperdastraat 3,TotalEnergie,52.381683,4.805972,TotalEnergie,AC,22,1067 EE
45,04F6E32A-B9CB-47C0-AF39-85A9A124F6AC,Amsterdam,Nieuwlandhof 184,TotalEnergie,52.30007,4.959537,TotalEnergie,AC,22,1106 RT
46,04FF73A5-E677-4015-B555-DA474B4956C1,Amsterdam,Dantestraat 184,TotalEnergie,52.325777,4.94938,TotalEnergie,AC,22,1102 ZR
47,05b94cf2-78e0-4a66-b262-4e793a23516c,Amsterdam,Schelvisch Hoofd 50,TotalEnergie,52.422257,4.894035,TotalEnergie,AC,22,1035 JW
48,0615a7d9-8d88-45a3-b5b0-4e8499c9117a,Amsterdam,Jan Hanzenstraat 106,TotalEnergie,52.367726,4.864463,TotalEnergie,AC,22,1053 SV
49,065028FD-EAF8-41E0-A1D6-587C2DA9279C,Amsterdam,Faas Wilkesstraat 101,TotalEnergie,52.374558,4.966152,TotalEnergie,AC,22,1095 MD
50,068B70D2-17D4-4096-B038-71692916C4DB,Amsterdam,Albatrospad 1,TotalEnergie,52.387397,4.923087,TotalEnergie,AC,22,1021 TR
51,0751f187-462b-4cf5-b6ec-7c350b9be085,Amsterdam,Achtersteven 26,TotalEnergie,52.414484,4.920088,TotalEnergie,AC,22,1034 VB
52,0791AD70-3C22-4FA7-8D55-B534F2662570,Amsterdam,1e Kekerstraat 2,TotalEnergie,52.315166,4.979728,TotalEnergie,AC,22,1104 VA
53,07d733f5-8185-471f-9036-e6dfeeebe742,Amsterdam,Hertspieghelweg 86,TotalEnergie,52.381891,4.85108,TotalEnergie,AC,22,1055 KT
54,07e90e00-e10b-4056-ac48-22ac1346d7fb,Amsterdam,Jacob Obrechtstraat 7,TotalEnergie,52.357591,4.874377,TotalEnergie,AC,22,1071 KC
55,085b0f03-0c13-4e9f-8bac-140c79a4ffa8,Amsterdam,Van Ostadestraat 58,TotalEnergie,52.351705,4.888687,TotalEnergie,AC,22,1072 TA
56,08b406a6-37a8-465a-9ef6-0cb67dd7f9d3,Amsterdam,Louis de Visserstraat 29,TotalEnergie,52.353578,4.794903,TotalEnergie,AC,22,1069 RG
57,08f07d94-a20a-481a-bf33-fe55fd654523,Amsterdam,Milletstraat 10,TotalEnergie,52.346058,4.87104,TotalEnergie,AC,22,1077 ZD
58,0920E3EB-F69F-4384-8881-65EDC48EA3BA,Amsterdam,Bernard Shawsingel 180,TotalEnergie,52.320879,4.9454,TotalEnergie,AC,22,1102 VD
59,0953208b-8ec3-41a2-b2e2-51ff45468f1b,Amsterdam,Borneostraat 23,TotalEnergie,52.36453,4.93721,TotalEnergie,AC,22,1094 CG
60,096D47B1-58D3-43D3-89D3-A89636D6F5C8,Weesp,Aquamarin 66,TotalEnergie,52.31007,5.02478,TotalEnergie,AC,22,1382 KM
61,09903b8b-8b7d-4181-b9a3-e5dcfc9d2c4b,Amsterdam,Soetendaal 62,TotalEnergie,52.326546,4.863405,TotalEnergie,AC,22,1081 BP
62,0ADC9BD1-FF45-4137-B7C4-A3309CD531CF,Amsterdam,Bilderdijkkade 48,TotalEnergie,52.36867,4.869146,TotalEnergie,AC,22,1053 VG
63,0AE7D5BC-105B-483B-813D-4A8DB5BAB613,Amsterdam,Texelweg 93,TotalEnergie,52.393789,4.924622,TotalEnergie,AC,22,1025 XW
64,0b5e8d4c-7375-41af-a911-1a3d69a53ce5,Amsterdam,Brahmsstraat 4,TotalEnergie,52.348346,4.879153,TotalEnergie,AC,22,1077 HG
65,0B9D5ED6-613F-459A-95D2-A894AA9FB6FA,Amsterdam,Jan Pieter Heijestraat 44,TotalEnergie,52.365201,4.862422,TotalEnergie,AC,22,1053 GP
66,0bc50f0b-6b4a-452f-a1b8-ee3054c2f5ed,Amsterdam,Van Rappardstraat 1,TotalEnergie,52.378537,4.870853,TotalEnergie,AC,22,1051 HV
67,0c1a99d4-11d0-4d41-87a2-4f279a870ead,Amsterdam,Pieter Lastmankade 29,TotalEnergie,52.350493,4.863092,TotalEnergie,AC,22,1075 KK
68,0c555e30-2217-4e3f-b385-29c9db030e40,Amsterdam,C.J.K Van Aalststraat 49,TotalEnergie,52.373148,4.939188,TotalEnergie,AC,22,1019 JZ
69,0d1adbf0-e9d9-424b-929f-d4e4464504fd,Amsterdam,Schagerlaan 3,TotalEnergie,52.347879,4.923141,TotalEnergie,AC,22,1097 HN
70,0D982F60-BB40-41F1-A0AE-E24BF5660EA2,Amsterdam,Andersensingel 80,TotalEnergie,52.320979,4.941812,TotalEnergie,AC,22,1102 VP
71,0D9C54A4-9251-4221-AC77-A776CDA75C29,Amsterdam,Marco Polostraat 184,TotalEnergie,52.369492,4.855848,TotalEnergie,AC,22,1057 WX
72,0DA22D69-5AE4-4601-947C-D9A040E57DFA,Amsterdam,Courbetstraat 9,TotalEnergie,52.345133,4.870655,TotalEnergie,AC,22,1077 ZP
73,0dfd8261-77f6-42cb-8649-297f6abd95f9,Amsterdam,Hemonystraat 13,TotalEnergie,52.357777,4.902164,TotalEnergie,AC,22,1074 BL
74,0E4E3DF3-D965-4C1B-8995-1BADC6AF10F6,Amsterdam,Aristotelesstraat 19,TotalEnergie,52.373377,4.817102,TotalEnergie,AC,22,1064 LD
75,0E7AED0A-9ED8-4BA5-8A3C-1E43784CE995,Amsterdam,Eva Besnyöstraat 416,TotalEnergie,52.347191,5.013174,TotalEnergie,AC,22,1087 NH
76,0E927359-BA81-47C1-9797-0F73F85BA0B3,Amsterdam,Watteaustraat 54,TotalEnergie,52.345339,4.868494,TotalEnergie,AC,22,1077 ZN
77,0EB6F652-A45B-4DB8-8546-7399533B2E43,Amsterdam,Van Reigersbergenstraat 39,TotalEnergie,52.373902,4.870644,TotalEnergie,AC,22,1052 SP
78,0f39bb1c-f404-4429-82e5-579895bfc7d5,Weesp,Aquamarin 84,TotalEnergie,52.310235,5.023279,TotalEnergie,AC,22,1382 KN
79,0F50487D-3872-4229-AAAA-D643665A6D70,Amsterdam,Marnixkade 6,TotalEnergie,52.383441,4.881746,TotalEnergie,AC,22,1015 XM
80,0FA906B8-DE95-437C-8646-EF068221F36F,Amsterdam,Pieter Calandlaan 191,TotalEnergie,52.354693,4.813811,TotalEnergie,AC,22,1068 NC
81,1001704e-9d7d-4f73-bda8-91341da8f097,Amsterdam,Bottelarijstraat 291,TotalEnergie,52.368767,4.952076,TotalEnergie,AC,22,1019 VK
82,10BE785F-F05F-4297-B6D3-9FC1B541B95B,Amsterdam,Eerste Jan Steenstraat 86,TotalEnergie,52.354074,4.89107,TotalEnergie,AC,22,1072 NT
83,10f760d1-914f-44ff-b052-b716f91e4b63,Amsterdam,Schipbeekstraat 40,TotalEnergie,52.347138,4.897801,TotalEnergie,AC,22,1078 BM
84,11362009-C07D-47AD-ACF7-FFA3D24EE0A4,Amsterdam,Oranje Nassaulaan 24,TotalEnergie,52.354148,4.860177,TotalEnergie,AC,22,1075 AN
85,11c0b494-2720-44db-b9b0-c2a5d32062ec,Amsterdam,Louis Couperusstraat 87,TotalEnergie,52.375549,4.828178,TotalEnergie,AC,22,1064 CC
86,11c1ca0d-2943-4796-b1ac-30bc23b304d1,Amsterdam,Iwan Kantemanplein 60,TotalEnergie,52.350473,4.787544,TotalEnergie,AC,22,1060 RM
87,11EC39BD-9F8F-44BD-BC80-79777C41807B,Amsterdam,Akbarstraat 8,TotalEnergie,52.378689,4.841421,TotalEnergie,AC,22,1061 DZ
88,123EA9C2-A71F-49CF-A96A-55E97F73585D,Amsterdam,Okeghemstraat 28,TotalEnergie,52.350995,4.863073,TotalEnergie,AC,22,1075 PP
89,1323FFD9-323F-4F5B-8214-F768947A420B,Amsterdam,Willem de Zwijgerlaan 351,TotalEnergie,52.407894,4.857186,TotalEnergie,AC,22,1055 RB
90,13B85551-C721-4C43-82AE-4AACFEE08B73,Amsterdam,Dalsteindreef 96,TotalEnergie,52.32531,4.944111,TotalEnergie,AC,22,1102 WV
91,13F1392F-2842-496C-B385-EE5E9742C13C,Amsterdam,Spitskopstraat 2,TotalEnergie,52.355486,4.92031,TotalEnergie,AC,22,1092 XZ
92,1482e28a-d60c-457f-85e4-5ae48a698482,Amsterdam,Soetendaal 102,TotalEnergie,52.325331,4.863593,TotalEnergie,AC,22,1081 BR
93,1525311B-5B39-428E-9E67-A8DFAB316A46,Amsterdam,Abberdaan 172,TotalEnergie,52.392266,4.786851,TotalEnergie,AC,22,1046 AB
94,156B90C1-E0F0-405B-A292-1DC65AC47AAE,Amsterdam,Buitenveldertselaan 27,TotalEnergie,52.332554,4.869263,TotalEnergie,AC,22,1082 VA
95,15b5e21b-383a-4c6f-b7d8-b93b98b0dee3,Amsterdam,Kromme Mijdrechtstraat 99,TotalEnergie,52.344833,4.912237,TotalEnergie,AC,22,1079 KT
96,16c490e9-581d-40db-bc34-2f469051c5fb,Weesp,Singel 1,TotalEnergie,52.307929,5.037337,TotalEnergie,AC,22,1381 AR
97,16EE435A-0BE6-4EC8-90FE-ECF6F6723124,Amsterdam,Louise de Colignystraat 55,TotalEnergie,52.380278,4.857021,TotalEnergie,AC,22,1055 XH
98,17552b2d-4447-4c62-9866-e796f173a7ea,Weesp,Abcoudepad 2,TotalEnergie,52.31805,5.03949,TotalEnergie,AC,22,1384AL
99,176D862B-35D3-49AD-9732-A91D6276A17D,Amsterdam,Minervalaan 44,TotalEnergie,52.348213,4.872085,TotalEnergie,AC,22,1077 PB
100,17D88EA4-8D0A-4818-8B73-B4386FFAEE61,Amsterdam,Wormerveerstraat 2,TotalEnergie,52.388615,4.877234,TotalEnergie,AC,22,1013 SK
101,180C97A1-23A3-4A9E-AEB6-321D1AA8AB47,Amsterdam,Hertingenstraat 84,TotalEnergie,52.355416,4.796418,TotalEnergie,AC,22,1069 HD
102,1828AC10-0E6C-4C2E-9E0C-0828E5FE2776,Amsterdam,Reitdiepstraat 12 II,TotalEnergie,52.343246,4.910412,TotalEnergie,AC,22,1079 MA
103,1890FD42-AAF0-40C9-99ED-5337C98BC660,Amsterdam,Sneeuwbalstraat 15,TotalEnergie,52.397339,4.915042,TotalEnergie,AC,22,1032 GX
104,18a992d7-02f5-4c79-9cd9-846ffb349433,Weesp,Fort Abcoudestraat 30,TotalEnergie,52.31742,5.03928,TotalEnergie,AC,22,1382
105,18CC1509-D2A2-403E-82AB-D98F3FA21B48,Amsterdam,Buiksloterweg 95,TotalEnergie,52.387898,4.914713,TotalEnergie,AC,22,1031 CJ
106,194fcc99-0b20-469e-bb52-0e4b2b9e7aa6,Amsterdam,Javakade 696,TotalEnergie,52.378872,4.92427,TotalEnergie,AC,22,1019 SG
107,19621b51-35a0-442d-94e9-f589be876222,Amsterdam,Jacob van Lennepkade 55,TotalEnergie,52.365658,4.874449,TotalEnergie,AC,22,1054 ZG
108,197b4465-e1b2-4181-a876-bba4d07fe8c6,Amsterdam,Kouwenoordweg 27,TotalEnergie,52.316263,4.987465,TotalEnergie,AC,22,1104 HL
109,19E4F4AF-181C-46EE-BD21-5BBF22B76FD5,Amsterdam,Paramaribostraat 1,TotalEnergie,52.358951,4.855134,TotalEnergie,AC,22,1058 AN
110,1ae9531c-7192-4af2-9712-ed38077f9560,Amsterdam,Vrolikstraat 423,TotalEnergie,52.357526,4.922686,TotalEnergie,AC,22,1092 TG
111,1b056e0c-4ad0-4bf8-8f4c-c0463a57fa8b,Amsterdam,Transvaalstraat 18,TotalEnergie,52.355589,4.927065,TotalEnergie,AC,22,1092 HK
112,1B7B9D75-0B5F-4D9A-938A-48847BC2C50E,Amsterdam,KNSM-Laan 708,TotalEnergie,52.377095,4.946,TotalEnergie,AC,22,1019 LS
113,1B7D3C7B-99F4-4B11-A2BE-5960A4F630FB,Amsterdam,Westerstraat 187,TotalEnergie,52.378003,4.881731,TotalEnergie,AC,22,1015 MA
114,1BC5E9CA-2245-4584-8BFB-0750F5DE8C6F,Amsterdam,Saffierstraat 31,TotalEnergie,52.35148,4.906333,TotalEnergie,AC,22,1074 GJ
115,1be61c26-5dae-4e80-ae91-35697c607210,Amsterdam,Karel Klinkenbergstraat 40,TotalEnergie,52.36763,4.836293,TotalEnergie,AC,22,1061 AN
116,1c1eaefa-b101-483c-9882-da9e0dc2a9a3,Amsterdam,Knollendamstraat 2,TotalEnergie,52.39066,4.878032,TotalEnergie,AC,22,1013 TN
117,1C787024-33EB-468F-BB62-752C65C2D72A,Amsterdam,Zuiderzeepark 64,TotalEnergie,52.388361,4.958777,TotalEnergie,AC,22,1024 MH
118,1E1DBFDE-CC96-4221-8A1F-0036AF4EF5FE,Weesp,Hoogstraat 70,TotalEnergie,52.30581,5.04628,TotalEnergie,AC,22,1381 VV
119,1E41998F-E8DA-45E1-AB93-91CDDE15B7F4,Amsterdam,Amstelveenseweg 742,TotalEnergie,52.332673,4.857033,TotalEnergie,AC,22,1081 JK
120,1F3BDAED-B3C7-42DD-9CDF-551CD1D604ED,Amsterdam,Lanseloetstraat 4,TotalEnergie,52.376661,4.849971,TotalEnergie,AC,22,1055 BD
121,1f5563fa-7e6b-4fa6-9230-aeb5dc263ef3,Amsterdam,D.L. Hudigstraat 5,TotalEnergie,52.373017,4.940994,TotalEnergie,AC,22,1019 TR
122,1F990897-DF4D-49D0-B857-35901089678B,Amsterdam,Klaas Katerstraat 115,TotalEnergie,52.349739,4.796518,TotalEnergie,AC,22,1069 RN
123,1FB1ED8A-A5D1-4826-A744-03CEC48E8165,Amsterdam,James Wattstraat 100,TotalEnergie,52.348661,4.92,TotalEnergie,AC,22,1097 DM
124,216ab62c-bfed-401c-b779-f07726b77a3c,Amsterdam,Hoekenes 30,TotalEnergie,52.35765,4.800233,TotalEnergie,AC,22,1068 MV
125,21880ad7-91e4-4c83-8f10-a59b00874680,Amsterdam,Kribbestraat 3,TotalEnergie,52.342312,4.90405,TotalEnergie,AC,22,1079 WK
126,218ABF70-42C0-4500-857D-A404EB7F2997,Amsterdam,Rooseveltlaan 30,TotalEnergie,52.345172,4.901853,TotalEnergie,AC,22,1078 NJ
127,218F12EC-F224-4572-8F20-06CDEBF3F567,Amsterdam,Barbusselaan 407,TotalEnergie,52.318672,4.946112,TotalEnergie,AC,22,1102 TW
128,220A6115-9666-41CD-A329-7302EB505628,Amsterdam,Graanstraat 49,TotalEnergie,52.339483,4.940983,TotalEnergie,AC,22,1097 TB
129,2211476F-F8ED-4557-B8A2-59557541FF5C,Amsterdam,Hoogheemraadweg 2,TotalEnergie,52.358822,4.781414,TotalEnergie,AC,22,1069 VM
130,22d8b9a0-0760-40d2-b083-c03ea9e6a8ee,Amsterdam,Johan Jongkindstraat 97,TotalEnergie,52.359356,4.837333,TotalEnergie,AC,22,1062 CR
131,2300ba03-4255-4073-b4bc-6a61166ac79a,Amsterdam,Ter Haarstraat 12,TotalEnergie,52.370253,4.870055,TotalEnergie,AC,22,1053 LJ
132,24818FB7-AD4F-4B5E-9004-DD6E5747650C,Amsterdam,Prinsengracht 1091,TotalEnergie,52.362462,4.900201,TotalEnergie,AC,22,1017 JH
133,251BE008-ED76-4D82-AF31-28132EE662B7,Amsterdam,Willem Kloosstraat 3,TotalEnergie,52.375707,4.822005,TotalEnergie,AC,22,1064 ST
134,2542e366-9597-42db-9e57-b347c1980366,Amsterdam,Fritz Dietrich Kahlenbergstraat 52,TotalEnergie,52.348222,5.00854,TotalEnergie,AC,22,1087 LL
135,255e5040-7135-480d-8bd5-06e4cafaf57c,Weesp,Waardijnstraat 25,TotalEnergie,52.30002,5.038,TotalEnergie,AC,22,1383 CH
136,25A71C2B-22E8-466D-8D48-0D00DFA90AD1,Amsterdam,Churchill-laan 284,TotalEnergie,52.347542,4.887798,TotalEnergie,AC,22,1078 GB
137,25bfe35e-d515-4207-8671-c15ed3965c0b,Amsterdam,2e Kekerstraat 25,TotalEnergie,52.313905,4.979929,TotalEnergie,AC,22,1104 VA
138,25fab883-e294-4ab8-b25e-b1858b9f8c8f,Amsterdam,Derde Helmersstraat 12,TotalEnergie,52.365456,4.877696,TotalEnergie,AC,22,1054 BG
139,26157413-d550-49c6-840b-b3f713863e7e,Amsterdam,Valeriusstraat 249,TotalEnergie,52.351195,4.857655,TotalEnergie,AC,22,1075 GB
140,2685BB67-6E63-4980-BD83-6214ADE8CFBF,Amsterdam,Plantage Muidergracht 137,TotalEnergie,52.363658,4.916746,TotalEnergie,AC,22,1018 TS
141,26BCDEAE-C572-430D-B67D-4B1FF6F4AE8B,Amsterdam,Van Middellandtstraat 2,TotalEnergie,52.365375,4.851021,TotalEnergie,AC,22,1057 AP
142,26FCA05A-687A-4197-8644-4DA8F228DBAB,Amsterdam,Nieuwe Keizersgracht 58,TotalEnergie,52.364888,4.904728,TotalEnergie,AC,22,1018 DT
143,27622C42-F409-4CBC-BF79-6C4C679245D0,Amsterdam,Heining 3,TotalEnergie,52.39543,4.767111,TotalEnergie,AC,22,1047 AZ
144,27655FF2-C0FB-418D-B703-84BCE143E434,Amsterdam,Ranonkelkade 1,TotalEnergie,52.386913,4.907489,TotalEnergie,AC,22,1031 XR
145,2776e9f7-2ef6-4f76-ac6c-b264e298eb03,Amsterdam,President Allendelaan 101,TotalEnergie,52.366515,4.806174,TotalEnergie,AC,22,1068 VM
146,279a01bb-ea06-481c-9792-3ed4818e7d5d,Amsterdam,Geuzenstraat 59,TotalEnergie,52.372544,4.864584,TotalEnergie,AC,22,1056 KB
147,2845617a-430f-480a-8ce3-61ec8b4c45f1,Amsterdam,Gibraltarstraat 22,TotalEnergie,52.383621,4.852814,TotalEnergie,AC,22,1055 NN
148,28c54102-e021-45dc-b51b-e1012a1dbd33,Amsterdam,Johannes Verhulststraat 107,TotalEnergie,52.354249,4.871512,TotalEnergie,AC,22,1071 MX
149,294D681C-3116-4078-BE9C-D616FE6B1F7C,Amsterdam,Dijkmanshuizenstraat 244,TotalEnergie,52.396895,4.957477,TotalEnergie,AC,22,1024 XR
150,2A7D59FE-8633-4AB9-AD99-E47A18C96427,Amsterdam,Vrijheidslaan 46,TotalEnergie,52.346987,4.908426,TotalEnergie,AC,22,1078 PM
151,2A91A413-349D-4EBA-A772-3F636E6DEF0D,Amsterdam,Chasséstraat 60,TotalEnergie,52.369525,4.861733,TotalEnergie,AC,22,1057 JP
152,2ABF3CE7-CA67-4A06-99B0-B63E371CD30A,Amsterdam,Nico Jessekade 99,TotalEnergie,52.34809,5.004266,TotalEnergie,AC,22,1087 MG
153,2adbee55-2f07-42f5-b78c-a950ac8cacde,Amsterdam,Deurloostraat 29,TotalEnergie,52.346207,4.893055,TotalEnergie,AC,22,1078 HR
154,2b4c92fc-ed0a-4c08-8fa2-d394e798d194,Amsterdam,Smitstraat 19,TotalEnergie,52.354963,4.921823,TotalEnergie,AC,22,1092 XP
155,2b5e193c-c679-47ce-b719-e7e0579531e9,Amsterdam,Warmondstraat 175,TotalEnergie,52.352494,4.849565,TotalEnergie,AC,22,1058 KX
156,2bc5b7db-964a-4e90-b6da-d0fe5a8de984,Amsterdam,J.H. Hisgenpad 261,TotalEnergie,52.399759,4.927449,TotalEnergie,AC,22,1025 WK
157,2d792953-ce0d-482d-983e-d4dae9f5f24b,Amsterdam,Borgerstraat 212,TotalEnergie,52.364069,4.861961,TotalEnergie,AC,22,1053 RE
158,2D8026BE-38BD-4200-8531-5ECA6B9F24EE,Amsterdam,Wedderborg 70,TotalEnergie,52.333667,4.873372,TotalEnergie,AC,22,1082 TB
159,2E69B710-E3C3-4D36-AE1F-AAC78E63322E,Amsterdam,Cruquiusstraat 3,TotalEnergie,52.36907,4.92828,TotalEnergie,AC,22,1018 SL
160,2E98B232-1E94-48F8-AC69-5EFBFD6C3CE6,Amsterdam,Krombekstraat 214,TotalEnergie,52.312662,4.977547,TotalEnergie,AC,22,1104 KK
161,2fa1effd-dd21-430a-b662-fa76ccb9ddb7,Weesp,Korte Muiderweg 25,TotalEnergie,52.313423,5.048497,TotalEnergie,AC,22,1382 LM
162,3033076D-F88A-4FCB-985D-2329DB53C6C5,Amsterdam,Wilhelminastraat 213,TotalEnergie,52.360208,4.858137,TotalEnergie,AC,22,1054 WG
163,30ED8F11-97B7-418A-A8A5-7CE2DD26F816,Amsterdam,Nilda Pintostraat 8,TotalEnergie,52.321064,4.965944,TotalEnergie,AC,22,1103 ML
164,32939F2E-12B4-48D5-8B31-9BC1C098FABF,Amsterdam,Leimuidenstraat 5,TotalEnergie,52.350725,4.850534,TotalEnergie,AC,22,1059 ED
165,32eb66ee-2d13-46eb-859e-3920e1c858b4,Amsterdam,Fraunhoferstraat 22,TotalEnergie,52.351007,4.936953,TotalEnergie,AC,22,1098 LR
166,337DE53B-A58F-4D21-B98A-B0E04CCFF5ED,Amsterdam,s-Gravesandestraat 92,TotalEnergie,52.360872,4.915466,TotalEnergie,AC,22,1091 DE
167,340058b5-1241-47c0-839c-8b95689840ad,Amsterdam,Cliffordstraat 1,TotalEnergie,52.383979,4.871874,TotalEnergie,AC,22,1051 ET
168,3403459D-80FE-475A-87FC-109389148C13,Amsterdam,Frederik Hendrikstraat 154,TotalEnergie,52.373907,4.872107,TotalEnergie,AC,22,1052 JE
169,348c0068-df16-4676-be1a-41d2bf31454a,Amsterdam,Oostzaanstraat 125,TotalEnergie,52.391512,4.873194,TotalEnergie,AC,22,1013 WG
